	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 2.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 3.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 4.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 5.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d	H:\Pitching\Data\Vennaro, Zach 10-25\Baseball Right-handed\Fastball RH 6.c3d
7	-0.44837	-0.77606	-13.95709	21.92227				-0.02858	-0.03066	-0.03476	-0.25677	-0.81005	-12.25396	16.94352				-0.00994	-0.02611	-0.02955	0.45753	-0.23556	4.75829	7.97115				0.00985	-0.00462	0.00818	-0.10230	-1.94853	-11.22441	54.75716				-0.09199	-0.10677	-0.02955	-0.81029	-0.47203	-14.99126	19.22327				-0.02475	-0.01739	-0.03825
8	-0.45632	-0.83590	-14.23863	23.27254				-0.03157	-0.03332	-0.03565	-0.30332	-0.83463	-12.68727	17.74275				-0.01196	-0.02735	-0.03083	0.43770	-0.23468	4.74515	7.80157				0.00947	-0.00459	0.00815	-0.06248	-2.05109	-10.52784	56.53040				-0.09365	-0.11109	-0.02758	-0.76004	-0.49083	-14.42823	18.65438				-0.02384	-0.01831	-0.03721
9	-0.45631	-0.89021	-14.43963	24.53670				-0.03448	-0.03583	-0.03634	-0.34980	-0.86111	-13.08424	18.56467				-0.01407	-0.02871	-0.03205	0.41450	-0.23349	4.67174	7.56321				0.00901	-0.00457	0.00802	-0.02651	-2.15888	-9.87829	58.40445				-0.09544	-0.11538	-0.02573	-0.71817	-0.51152	-13.96568	18.24314				-0.02319	-0.01935	-0.03643
10	-0.44908	-0.93899	-14.56026	25.71516				-0.03733	-0.03821	-0.03683	-0.39513	-0.88936	-13.44107	19.40242				-0.01626	-0.03018	-0.03321	0.38809	-0.23232	4.54156	7.26064				0.00848	-0.00454	0.00780	0.00558	-2.27273	-9.27402	60.38274				-0.09735	-0.11964	-0.02400	-0.68354	-0.53427	-13.59419	17.97819				-0.02279	-0.02051	-0.03589
11	-0.43562	-0.98252	-14.60279	26.81444				-0.04010	-0.04047	-0.03711	-0.43821	-0.91918	-13.75536	20.24883				-0.01850	-0.03176	-0.03430	0.35864	-0.23147	4.35817	6.89940				0.00787	-0.00452	0.00748	0.03385	-2.39367	-8.71073	62.47039				-0.09942	-0.12386	-0.02239	-0.65479	-0.55920	-13.30140	17.84483				-0.02262	-0.02181	-0.03556
12	-0.41704	-1.02135	-14.57066	27.84609				-0.04281	-0.04261	-0.03720	-0.47802	-0.95038	-14.02595	21.09763				-0.02076	-0.03345	-0.03530	0.32643	-0.23103	4.12523	6.48632				0.00719	-0.00450	0.00707	0.05850	-2.52285	-8.18196	64.67368				-0.10167	-0.12806	-0.02088	-0.63055	-0.58637	-13.07282	17.82657				-0.02265	-0.02326	-0.03541
13	-0.39454	-1.05618	-14.46765	28.82523				-0.04548	-0.04467	-0.03710	-0.51369	-0.98279	-14.25230	21.94415				-0.02304	-0.03524	-0.03622	0.29187	-0.23096	3.84728	6.03040				0.00645	-0.00450	0.00659	0.07987	-2.66147	-7.67965	66.99918				-0.10411	-0.13224	-0.01945	-0.60946	-0.61574	-12.89324	17.90660				-0.02286	-0.02485	-0.03540
14	-0.36927	-1.08788	-14.29819	29.76908				-0.04812	-0.04668	-0.03681	-0.54445	-1.01625	-14.43449	22.78471				-0.02532	-0.03714	-0.03705	0.25550	-0.23119	3.53056	5.54380				0.00567	-0.00450	0.00605	0.09843	-2.81067	-7.19537	69.45128				-0.10677	-0.13639	-0.01807	-0.59030	-0.64711	-12.74864	18.06894				-0.02322	-0.02659	-0.03548
15	-0.34228	-1.11734	-14.06815	30.69517				-0.05075	-0.04866	-0.03634	-0.56959	-1.05045	-14.57399	23.61559				-0.02759	-0.03912	-0.03778	0.21787	-0.23168	3.18355	5.04241				0.00485	-0.00451	0.00545	0.11477	-2.97137	-6.72158	72.02977				-0.10965	-0.14049	-0.01673	-0.57202	-0.68011	-12.62739	18.29905				-0.02372	-0.02846	-0.03564
16	-0.31452	-1.14541	-13.78446	31.61935				-0.05337	-0.05064	-0.03572	-0.58851	-1.08495	-14.67388	24.43333				-0.02984	-0.04119	-0.03842	0.17947	-0.23255	2.81614	4.54563				0.00400	-0.00452	0.00482	0.12952	-3.14440	-6.25172	74.73051				-0.11275	-0.14452	-0.01541	-0.55375	-0.71426	-12.52120	18.58478				-0.02434	-0.03046	-0.03583
17	-0.28682	-1.17280	-13.45414	32.55486				-0.05599	-0.05264	-0.03495	-0.60083	-1.11930	-14.73830	25.23601				-0.03206	-0.04331	-0.03897	0.14067	-0.23393	2.43776	4.07532				0.00315	-0.00454	0.00417	0.14331	-3.33062	-5.77932	77.54982				-0.11606	-0.14846	-0.01410	-0.53487	-0.74905	-12.42543	18.91744				-0.02506	-0.03256	-0.03605
18	-0.25990	-1.20017	-13.08383	33.51325				-0.05861	-0.05466	-0.03405	-0.60636	-1.15320	-14.77209	26.02432				-0.03425	-0.04547	-0.03944	0.10173	-0.23592	2.05629	3.65569				0.00228	-0.00458	0.00351	0.15672	-3.53109	-5.29791	80.48745				-0.11957	-0.15230	-0.01279	-0.51501	-0.78407	-12.33767	19.29160				-0.02589	-0.03475	-0.03629
19	-0.23435	-1.22815	-12.68020	34.50576				-0.06124	-0.05673	-0.03304	-0.60509	-1.18645	-14.78054	26.80161				-0.03641	-0.04767	-0.03984	0.06287	-0.23846	1.67822	3.31363				0.00141	-0.00463	0.00287	0.17025	-3.74687	-4.80136	83.54470				-0.12326	-0.15603	-0.01147	-0.49402	-0.81899	-12.25571	19.70386				-0.02683	-0.03700	-0.03653
20	-0.21058	-1.25743	-12.25019	35.54400				-0.06388	-0.05884	-0.03194	-0.59718	-1.21899	-14.76879	27.57259				-0.03855	-0.04989	-0.04016	0.02443	-0.24141	1.30937	3.07637				0.00055	-0.00468	0.00224	0.18421	-3.97882	-4.28267	86.72050				-0.12710	-0.15963	-0.01011	-0.47184	-0.85355	-12.17742	20.15217				-0.02789	-0.03931	-0.03676
21	-0.18886	-1.28869	-11.80095	36.63982				-0.06654	-0.06102	-0.03077	-0.58288	-1.25077	-14.74123	28.34233				-0.04067	-0.05213	-0.04043	-0.01312	-0.24459	0.95537	2.96337				-0.00029	-0.00475	0.00163	0.19869	-4.22753	-3.73266	90.01016				-0.13105	-0.16310	-0.00870	-0.44843	-0.88760	-12.10166	20.63579				-0.02908	-0.04167	-0.03697
22	-0.16923	-1.32270	-11.33937	37.80502				-0.06924	-0.06327	-0.02954	-0.56257	-1.28182	-14.70146	29.11661				-0.04280	-0.05439	-0.04064	-0.04920	-0.24780	0.62175	2.97549				-0.00111	-0.00481	0.00106	0.21345	-4.49330	-3.14142	93.40847				-0.13510	-0.16640	-0.00723	-0.42378	-0.92103	-12.02758	21.15464				-0.03040	-0.04407	-0.03716
23	-0.15154	-1.36025	-10.87208	39.05143				-0.07199	-0.06560	-0.02828	-0.53674	-1.31229	-14.65226	29.90278				-0.04492	-0.05666	-0.04079	-0.08323	-0.25088	0.31371	3.09175				-0.00187	-0.00487	0.00054	0.22793	-4.77624	-2.50116	96.91304				-0.13921	-0.16952	-0.00567	-0.39796	-0.95379	-11.95341	21.70857				-0.03185	-0.04649	-0.03732
24	-0.13548	-1.40223	-10.40545	40.39104				-0.07481	-0.06803	-0.02700	-0.50600	-1.34245	-14.59518	30.70894				-0.04707	-0.05896	-0.04089	-0.11469	-0.25369	0.03620	3.27778				-0.00258	-0.00493	0.00006	0.24113	-5.07624	-1.80711	100.52426				-0.14336	-0.17245	-0.00404	-0.37110	-0.98587	-11.87686	22.29757				-0.03344	-0.04894	-0.03744
25	-0.12057	-1.44959	-9.94489	41.83558				-0.07770	-0.07058	-0.02573	-0.47098	-1.37256	-14.53053	31.54276				-0.04925	-0.06128	-0.04093	-0.14310	-0.25610	-0.20617	3.49779				-0.00322	-0.00498	-0.00035	0.25165	-5.39272	-1.05789	104.24069				-0.14753	-0.17517	-0.00233	-0.34343	-1.01733	-11.79650	22.92290				-0.03516	-0.05142	-0.03751
26	-0.10625	-1.50332	-9.49373	43.39530				-0.08067	-0.07326	-0.02447	-0.43237	-1.40292	-14.45787	32.41188				-0.05148	-0.06363	-0.04091	-0.16803	-0.25804	-0.40949	3.72168				-0.00378	-0.00502	-0.00070	0.25764	-5.72431	-0.25709	108.05486				-0.15170	-0.17763	-0.00056	-0.31534	-1.04830	-11.71163	23.58754				-0.03702	-0.05393	-0.03753
27	-0.09187	-1.56435	-9.05304	45.07723				-0.08373	-0.07609	-0.02323	-0.39089	-1.43388	-14.37638	33.32478				-0.05376	-0.06603	-0.04082	-0.18908	-0.25948	-0.57105	3.92677				-0.00425	-0.00506	-0.00098	0.25686	-6.06885	0.58805	111.95417				-0.15585	-0.17982	0.00125	-0.28728	-1.07904	-11.62098	24.29571				-0.03901	-0.05647	-0.03749
28	-0.07672	-1.63339	-8.62218	46.88320				-0.08688	-0.07906	-0.02201	-0.34724	-1.46591	-14.28425	34.29088				-0.05611	-0.06849	-0.04067	-0.20588	-0.26043	-0.68916	4.09682				-0.00463	-0.00508	-0.00118	0.24679	-6.42360	1.46949	115.92467				-0.15993	-0.18170	0.00308	-0.25981	-1.10988	-11.52190	25.05206				-0.04115	-0.05906	-0.03738
29	-0.06012	-1.71088	-8.19910	48.80877				-0.09009	-0.08216	-0.02081	-0.30209	-1.49957	-14.17755	35.31991				-0.05856	-0.07102	-0.04043	-0.21813	-0.26090	-0.76289	4.22071				-0.00490	-0.00509	-0.00131	0.22472	-6.78548	2.37565	119.95237				-0.16394	-0.18324	0.00488	-0.23351	-1.14115	-11.41079	25.86070				-0.04343	-0.06171	-0.03719
30	-0.04145	-1.79711	-7.78070	50.84552				-0.09336	-0.08536	-0.01962	-0.25602	-1.53549	-14.05034	36.42061				-0.06110	-0.07365	-0.04010	-0.22563	-0.26090	-0.79187	4.29168				-0.00507	-0.00510	-0.00136	0.18794	-7.15112	3.28662	124.02338				-0.16784	-0.18442	0.00663	-0.20895	-1.17311	-11.28450	26.72416				-0.04586	-0.06442	-0.03692
31	-0.02024	-1.89243	-7.36350	52.98521				-0.09668	-0.08865	-0.01843	-0.20951	-1.57416	-13.89593	37.59895				-0.06376	-0.07639	-0.03966	-0.22830	-0.26043	-0.77688	4.30713				-0.00513	-0.00510	-0.00134	0.13385	-7.51726	4.17757	128.12540				-0.17161	-0.18525	0.00826	-0.18669	-1.20588	-11.14148	27.64347				-0.04842	-0.06719	-0.03655
32	0.00376	-1.99728	-6.94405	55.22250				-0.10002	-0.09200	-0.01725	-0.16294	-1.61595	-13.70822	38.85746				-0.06652	-0.07925	-0.03909	-0.22634	-0.25951	-0.72080	4.26919				-0.00508	-0.00509	-0.00124	0.06007	-7.88102	5.02694	132.24847				-0.17523	-0.18574	0.00975	-0.16719	-1.23961	-10.98150	28.61883				-0.05111	-0.07003	-0.03610
33	0.03054	-2.11224	-6.51901	57.55515				-0.10339	-0.09541	-0.01606	-0.11659	-1.66116	-13.48171	40.19607				-0.06938	-0.08223	-0.03838	-0.22024	-0.25811	-0.62977	4.18505				-0.00494	-0.00507	-0.00109	-0.03544	-8.23996	5.82018	136.38419				-0.17868	-0.18592	0.01105	-0.15084	-1.27448	-10.80460	29.65023				-0.05391	-0.07293	-0.03556
34	0.05979	-2.23784	-6.08575	59.98325				-0.10678	-0.09887	-0.01486	-0.07061	-1.71005	-13.21098	41.61298				-0.07233	-0.08532	-0.03751	-0.21076	-0.25626	-0.51279	4.06575				-0.00473	-0.00504	-0.00089	-0.15423	-8.59209	6.54912	140.52484				-0.18193	-0.18583	0.01218	-0.13785	-1.31072	-10.61096	30.73768				-0.05682	-0.07588	-0.03493
35	0.09091	-2.37458	-5.64304	62.50799				-0.11020	-0.10236	-0.01366	-0.02501	-1.76288	-12.89106	43.10508				-0.07534	-0.08852	-0.03650	-0.19871	-0.25405	-0.37967	3.92392				-0.00446	-0.00501	-0.00066	-0.29727	-8.93587	7.21132	144.66292				-0.18496	-0.18551	0.01313	-0.12825	-1.34860	-10.40160	31.88104				-0.05982	-0.07889	-0.03423
36	0.12300	-2.52290	-5.19049	65.13103				-0.11366	-0.10588	-0.01244	0.02030	-1.81988	-12.51828	44.66869				-0.07842	-0.09182	-0.03531	-0.18481	-0.25182	-0.23910	3.77260				-0.00415	-0.00497	-0.00041	-0.46490	-9.27037	7.81054	148.79153				-0.18775	-0.18501	0.01391	-0.12183	-1.38841	-10.17791	33.07993				-0.06290	-0.08196	-0.03347
37	0.15484	-2.68320	-4.72752	67.85450				-0.11715	-0.10942	-0.01121	0.06557	-1.88129	-12.09078	46.30084				-0.08154	-0.09520	-0.03396	-0.16971	-0.24999	-0.09807	3.62446				-0.00381	-0.00495	-0.00017	-0.65671	-9.59558	8.35728	152.90535				-0.19030	-0.18440	0.01456	-0.11815	-1.43049	-9.94075	34.33403				-0.06605	-0.08508	-0.03263
38	0.18496	-2.85580	-4.25365	70.68039				-0.12069	-0.11295	-0.00998	0.11118	-1.94738	-11.60893	47.99955				-0.08469	-0.09865	-0.03246	-0.15399	-0.24898	0.03746	3.49070				-0.00346	-0.00493	0.00007	-0.87158	-9.91240	8.86752	157.00012				-0.19258	-0.18372	0.01512	-0.11653	-1.47522	-9.68994	35.64338				-0.06926	-0.08826	-0.03174
39	0.21164	-3.04096	-3.76906	73.60983				-0.12428	-0.11648	-0.00875	0.15762	-2.01839	-11.07537	49.76345				-0.08788	-0.10217	-0.03081	-0.13817	-0.24907	0.16185	3.37959				-0.00311	-0.00495	0.00028	-1.10768	-10.22231	9.35913	161.07016				-0.19457	-0.18305	0.01562	-0.11608	-1.52303	-9.42446	37.00870				-0.07252	-0.09150	-0.03079
